seed,mean_accuracy,std_accuracy,mean_auc
42,67.30053191489361,2.401324764995468,0.6711826261054936
123,64.32624113475177,6.668552622931349,0.6399533316048742
456,62.86790780141844,6.145799365240034,0.6353729150462362
789,66.22340425531914,6.199718520458071,0.6490126177512747
1011,64.552304964539,6.397861454174475,0.6308184253737792
